0.326713	0.671888
0.320608	0.625408
0.430221	0.446472
0.217996	0.434253
0.704107	0.254956
0.653606	0.740017
0.605700	0.365692
0.522300	0.418566
0.396963	0.406980
0.377878	0.878153
0.327522	0.298227
0.393695	0.606290
0.424990	0.332266
0.498683	0.440081
0.776571	0.406274
0.836236	0.300712
0.456606	0.216869
0.232686	0.258795
0.526761	0.375234
0.680933	0.481863
0.679102	0.242490
0.549591	0.486448
0.499105	0.619398
0.687656	0.667410
0.775510	0.788236
0.975116	0.823214
0.527091	0.554800
0.600005	0.378383
0.512913	0.535302
0.261902	0.266831
0.110206	0.478869
0.567694	0.597866
0.749462	0.447855
0.844237	0.659631
0.612816	0.305749
0.474553	0.010875
0.298752	0.352922
0.452910	0.519889
0.009674	0.259526
0.654952	0.780153
0.901431	0.250511
0.617663	0.557018
0.220172	0.560533
0.413993	0.181687
0.674548	0.212931
0.437445	0.450112
0.182102	0.424651
0.215373	0.271619
0.505161	0.753336
0.365377	0.163431
0.499301	0.702139
0.919550	0.391695
0.370944	0.306985
0.546488	0.097242
0.604639	0.568576
0.847723	0.453877
0.318444	0.288343
0.367329	0.335880
0.279707	0.265018
0.276610	0.607164
0.465655	0.605798
0.463807	0.326072
0.337883	0.493257
0.538906	0.248855
0.425428	0.304808
0.525139	0.496326
0.612812	0.297140
0.186836	0.717706
0.727821	0.544138
0.346967	0.506260
0.544732	0.784453
0.204725	0.448882
0.355667	0.384519
0.449665	0.656035
0.398707	0.224313
0.658172	0.569239
0.569661	0.163496
0.549808	0.700468
0.524924	0.635244
0.396815	0.744207
0.428719	0.265032
0.762235	0.403961
0.584062	0.081214
0.622518	0.704568
0.493783	0.348695
0.445238	0.563839
0.326959	0.484411
0.448761	0.128616
0.595573	0.568813
0.598342	0.614276
0.800670	0.307478
0.628603	0.604438
0.119728	0.367001
0.747200	0.764330
0.280250	0.650043
0.446229	0.591196
0.724653	0.651789
0.407998	0.430515
0.490754	0.502301
0.291050	0.537423
0.457514	0.173162
0.158332	0.572920
0.568953	0.623626
0.552006	0.594482
0.506616	0.462271
0.677393	0.580272
0.639353	0.221857
0.541386	0.333436
0.536846	0.517660
0.304140	0.480976
0.786366	0.204527
0.620241	0.612252
0.725702	0.098781
0.739251	0.512028
0.664867	0.502294
0.607337	0.369298
0.858465	0.562763
0.758656	0.665463
0.438689	0.558461
0.580835	0.581349
0.645316	0.718980
0.471541	0.348635
0.410290	0.236891
0.226415	0.232838
0.706660	0.890640
0.523269	0.216025
0.497159	0.471754
0.566099	0.751333
0.474937	0.210298
0.672261	0.359454
0.500128	0.416832
0.656687	0.305356
0.237060	0.271933
0.269515	0.455637
0.574773	0.693672
0.355610	0.389442
0.574431	0.281896
0.576288	0.325925
0.801965	0.440635
0.767543	0.440963
0.479917	0.286227
0.589776	0.422200
0.266107	0.456594
0.710710	0.319208
0.428778	0.147476
0.274152	0.408722
0.415945	0.515358
0.064088	0.539323
0.885567	0.720166
0.230696	0.193549
0.679418	0.434298
0.553667	0.057393
0.487289	0.551169
0.875895	0.070609
0.554616	0.606365
0.601055	0.314018
0.545264	0.420724
0.214477	0.633630
0.236637	0.219046
0.547400	0.466686
0.730181	0.661382
0.334786	0.775987
0.836194	0.392846
0.149505	0.417075
0.467221	0.572937
0.313536	0.526758
0.566560	0.688345
0.652126	0.419521
0.804334	0.751309
0.640904	0.147428
0.386110	0.221717
0.516558	0.108718
0.379961	0.691324
0.491462	0.561752
0.186673	0.321356
0.341009	0.679196
0.509623	0.346486
0.440190	0.158857
0.653222	0.458697
0.578084	0.210351
0.484797	0.318846
1.000000	0.428754
0.348430	0.462519
0.594547	0.471914
0.371648	0.452886
0.354579	0.346903
0.539992	0.667577
0.316445	0.290246
0.658250	0.616223
0.418308	0.533779
0.495619	0.499415
0.606351	0.260069
0.243356	0.333041
0.364357	0.252674
0.494407	0.172757
0.717615	0.551193
0.383006	0.582226
0.688217	0.573455
0.581391	0.512947
0.157905	0.283440
0.217753	0.671605
