3.314300	6.077200	0
0.644000	1.363100	2
2.369400	11.403200	0
16.949100	20.473900	3
14.470900	13.729500	3
2.767400	-3.536400	1
6.048400	1.520200	1
6.818500	-1.640200	1
0.748300	1.568800	2
17.227200	13.075100	3
0.982800	3.375600	2
-0.004300	2.267700	2
3.494100	-2.906800	1
17.535300	12.506000	3
3.714900	9.480100	0
1.012000	1.132800	2
3.326900	12.927800	0
14.774500	12.823300	3
0.793000	1.615200	2
16.561000	13.303800	3
5.742100	10.606000	0
10.268600	18.341500	3
14.416200	14.896800	3
2.391100	0.823000	2
2.423100	10.304900	0
2.023600	6.131000	0
4.811000	9.516100	0
18.216300	17.145500	3
1.530800	6.911000	0
5.280400	9.979500	0
5.664500	-2.568100	1
4.936900	9.194400	0
4.502900	11.299500	0
-0.037500	-0.229900	2
-0.615000	1.363600	2
6.229900	-0.362700	1
10.140200	17.496600	3
4.391600	6.608900	0
4.016000	-1.936700	1
17.197600	13.234400	3
6.961900	-1.883300	1
0.951600	9.609600	0
3.867300	-2.416000	1
1.128900	-1.510200	2
10.193600	13.480900	3
2.191200	7.421200	0
2.518000	2.417800	2
14.744400	13.988400	3
-0.578000	0.795000	2
3.872100	7.683900	0
11.930500	16.828300	3
3.603900	6.823900	0
5.989300	-1.486400	1
0.499600	1.575500	2
2.199000	1.403700	2
4.246700	9.315600	0
3.299900	10.163900	0
1.383200	1.912800	2
14.414400	15.110300	3
4.023400	9.845800	0
13.241400	13.441000	3
0.914300	1.816200	2
7.930100	16.517000	3
3.735900	8.871300	0
-1.079000	0.924500	2
1.159900	9.165700	0
13.452000	15.947500	3
9.120700	-1.911700	1
3.475800	11.124700	0
5.321100	-3.002800	1
13.862700	13.421200	3
1.226100	0.982500	2
13.648900	14.177400	3
16.505700	13.628100	3
11.085400	11.176400	3
0.053700	6.431700	0
7.156900	-0.843300	1
0.520700	10.827200	0
3.466700	7.450200	0
6.063100	-3.565800	1
-0.377100	0.913000	2
3.575300	10.196300	0
14.004300	9.195900	3
11.866400	13.080100	3
3.927000	-2.578800	1
2.081100	1.265100	2
4.617500	-2.092500	1
16.122000	15.654000	3
5.179000	-2.649700	1
6.829500	-1.962700	1
-0.064300	2.603600	2
2.696500	-3.415600	1
14.973500	16.663800	3
4.664300	-1.655900	1
1.001600	8.329300	0
3.270300	-0.448500	1
2.840300	-0.485400	2
3.421000	9.061200	0
5.442400	-0.932800	1
0.071500	8.424000	0
8.120200	-2.098700	1
2.205300	12.548100	0
2.930800	6.347800	0
1.796600	1.070200	2
1.171600	1.049400	2
11.975200	13.807800	3
0.455700	0.140100	2
1.725800	1.673200	2
1.544700	0.841500	2
7.251800	3.949900	0
2.909400	9.263900	0
16.320200	14.948600	3
5.265300	-2.817900	1
2.698300	-5.950700	1
1.852100	-4.114700	1
5.413900	9.376500	0
1.276400	9.807100	0
15.803900	16.002000	3
9.797500	14.610300	3
-0.879900	0.156700	2
1.929600	1.549200	2
2.377200	-0.594700	2
2.582600	2.212700	2
12.258300	12.708000	3
12.845800	14.110800	3
2.294500	7.566500	0
5.502900	-0.968000	1
4.921300	-1.643400	1
16.192200	12.873300	3
1.494900	6.905900	0
2.330900	-1.700300	2
2.559700	5.709300	0
10.079000	12.425800	3
1.650200	-0.149600	2
3.505800	-2.713900	1
4.440200	-2.628800	1
4.987700	0.630300	1
-0.892400	0.957600	2
4.006900	7.505800	0
11.995500	12.258800	3
-0.277800	0.147600	2
13.527500	13.199600	3
1.239500	0.014000	2
8.159300	-1.552000	1
6.243500	9.596500	0
2.528300	1.364200	2
4.817600	9.461100	0
4.939900	-2.854000	1
2.112300	9.997900	0
12.570200	16.537600	3
3.511500	8.978600	0
12.716500	17.982500	3
12.515200	11.883600	3
5.326500	0.008100	1
-2.356200	1.249400	2
0.365800	0.412100	2
12.776200	14.321700	3
2.149200	8.070100	0
13.405900	13.426800	3
-0.986800	-0.509500	2
8.281900	-2.286200	1
17.286100	14.284500	3
2.602600	12.186800	0
3.003200	7.614000	0
1.036800	9.534600	0
8.435500	-3.061800	1
16.653400	13.028200	3
2.351500	6.915800	0
14.888000	9.025400	3
0.150600	1.357800	2
11.160200	13.403700	3
4.963700	-0.955700	1
10.931000	11.746200	3
7.995100	16.168800	3
6.126900	-0.660800	1
2.150400	8.076500	0
18.017800	15.097100	3
10.827200	9.962900	3
7.323100	0.554400	1
4.141900	10.667300	0
0.812800	1.056400	2
3.921600	-0.340500	1
3.316500	8.203200	0
1.931100	0.125500	2
2.909900	10.797900	0
2.236800	7.422700	0
1.795800	9.908100	0
9.653000	16.531700	3
5.572000	-4.397000	1
11.998800	15.156500	3
2.102000	1.201600	2
5.992700	-2.426800	1
8.190800	-4.777400	1
1.365200	0.542500	2
5.817100	-3.590000	1
15.926600	12.455300	3
0.915600	1.020800	2
2.901400	8.124900	0
5.459200	-1.363900	1
6.268300	-3.461300	1
4.997500	10.233600	0
14.750100	12.041900	3
-0.575400	0.239300	2
4.936200	-1.625300	1
4.121800	10.002800	0
4.219700	-3.755800	1
0.852500	-1.187300	2
5.950900	-2.076600	1
8.328700	-1.326800	1
2.544700	0.230300	2
4.177200	-2.222900	1
2.187200	9.285600	0
2.855200	10.119400	0
1.305900	8.213900	0
15.572600	9.674400	3
4.475500	-2.438700	1
12.925000	10.541900	3
9.765400	11.421700	3
2.119800	5.795500	0
2.670600	0.852900	2
2.081600	0.450500	2
2.213200	7.640500	0
16.639500	13.317100	3
4.505500	3.729600	2
0.300200	0.928200	2
3.878900	9.325800	0
-0.277900	0.473100	2
14.902800	12.106100	3
-1.573900	-0.323100	2
6.986000	6.397800	0
8.103000	-2.483100	1
12.256400	12.753700	3
0.629000	0.257700	2
1.945400	1.079800	2
1.512200	7.899500	0
5.802700	-0.914800	1
5.427600	-0.913600	1
2.806600	9.231000	0
14.523200	13.514200	3
16.640500	11.544400	3
3.898600	2.096900	2
2.797300	0.689000	2
5.920400	-3.538800	1
11.885200	15.785900	3
12.267700	17.961700	3
6.341300	-0.845800	1
7.529200	7.539300	0
4.368500	1.427400	1
2.485600	-2.557000	1
3.083700	1.462400	2
9.849200	11.494400	3
4.220300	-0.674700	1
5.524100	6.498000	0
5.132000	-3.446000	1
2.393600	-1.254000	2
3.481100	7.774100	0
13.110800	15.828400	3
1.818100	2.037700	2
3.978200	-4.631100	1
13.269800	11.157500	3
1.060300	0.531500	2
3.567500	11.292500	0
15.800400	18.506700	3
1.612500	11.735600	0
3.476200	-2.429500	1
3.143400	7.393600	0
1.624100	2.860300	2
1.995600	0.964800	2
1.693600	2.535200	2
13.210400	13.442500	3
12.220700	16.952700	3
14.166800	11.106000	3
10.428800	11.538200	3
10.747900	12.614200	3
-0.948300	-0.315300	2
2.368500	0.264000	2
0.783800	3.077200	2
7.366600	-4.247400	1
13.797200	13.837600	3
4.472000	9.475900	0
2.976800	10.763900	0
1.878000	1.939000	2
10.878200	15.999000	3
6.272100	0.542000	1
0.136900	2.057000	2
15.365800	16.620400	3
1.885200	0.900500	2
0.632500	0.623300	2
5.389400	-3.821400	1
6.227100	-2.350900	1
-1.213900	1.607400	2
6.070600	-0.006900	1
