3.3143  6.0772
0.6440	1.3631
2.3694	11.4032
16.9491	20.4739
14.4709	13.7295
2.7674	-3.5364
6.0484	1.5202
6.8185	-1.6402
0.7483	1.5688
17.2272	13.0751
0.9828	3.3756
-0.0043	2.2677
3.4941	-2.9068
17.5353	12.5060
3.7149	9.4801
1.0120	1.1328
3.3269	12.9278
14.7745	12.8233
0.7930	1.6152
16.5610	13.3038
5.7421	10.6060
10.2686	18.3415
14.4162	14.8968
2.3911	0.8230
2.4231	10.3049
2.0236	6.1310
4.8110	9.5161
18.2163	17.1455
1.5308	6.9110
5.2804	9.9795
5.6645	-2.5681
4.9369	9.1944
4.5029	11.2995
-0.0375	-0.2299
-0.6150	1.3636
6.2299	-0.3627
10.1402	17.4966
4.3916	6.6089
4.0160	-1.9367
17.1976	13.2344
6.9619	-1.8833
0.9516	9.6096
3.8673	-2.4160
1.1289	-1.5102
10.1936	13.4809
2.1912	7.4212
2.5180	2.4178
14.7444	13.9884
-0.5780	0.7950
3.8721	7.6839
11.9305	16.8283
3.6039	6.8239
5.9893	-1.4864
0.4996	1.5755
2.1990	1.4037
4.2467	9.3156
3.2999	10.1639
1.3832	1.9128
14.4144	15.1103
4.0234	9.8458
13.2414	13.4410
0.9143	1.8162
7.9301	16.5170
3.7359	8.8713
-1.0790	0.9245
1.1599	9.1657
13.4520	15.9475
9.1207	-1.9117
3.4758	11.1247
5.3211	-3.0028
13.8627	13.4212
1.2261	0.9825
13.6489	14.1774
16.5057	13.6281
11.0854	11.1764
0.0537	6.4317
7.1569	-0.8433
0.5207	10.8272
3.4667	7.4502
6.0631	-3.5658
-0.3771	0.9130
3.5753	10.1963
14.0043	9.1959
11.8664	13.0801
3.9270	-2.5788
2.0811	1.2651
4.6175	-2.0925
16.1220	15.6540
5.1790	-2.6497
6.8295	-1.9627
-0.0643	2.6036
2.6965	-3.4156
14.9735	16.6638
4.6643	-1.6559
1.0016	8.3293
3.2703	-0.4485
2.8403	-0.4854
3.4210	9.0612
5.4424	-0.9328
0.0715	8.4240
8.1202	-2.0987
2.2053	12.5481
2.9308	6.3478
1.7966	1.0702
1.1716	1.0494
11.9752	13.8078
0.4557	0.1401
1.7258	1.6732
1.5447	0.8415
7.2518	3.9499
2.9094	9.2639
16.3202	14.9486
5.2653	-2.8179
2.6983	-5.9507
1.8521	-4.1147
5.4139	9.3765
1.2764	9.8071
15.8039	16.0020
9.7975	14.6103
-0.8799	0.1567
1.9296	1.5492
2.3772	-0.5947
2.5826	2.2127
12.2583	12.7080
12.8458	14.1108
2.2945	7.5665
5.5029	-0.9680
4.9213	-1.6434
16.1922	12.8733
1.4949	6.9059
2.3309	-1.7003
2.5597	5.7093
10.0790	12.4258
1.6502	-0.1496
3.5058	-2.7139
4.4402	-2.6288
4.9877	0.6303
-0.8924	0.9576
4.0069	7.5058
11.9955	12.2588
-0.2778	0.1476
13.5275	13.1996
1.2395	0.0140
8.1593	-1.5520
6.2435	9.5965
2.5283	1.3642
4.8176	9.4611
4.9399	-2.8540
2.1123	9.9979
12.5702	16.5376
3.5115	8.9786
12.7165	17.9825
12.5152	11.8836
5.3265	0.0081
-2.3562	1.2494
0.3658	0.4121
12.7762	14.3217
2.1492	8.0701
13.4059	13.4268
-0.9868	-0.5095
8.2819	-2.2862
17.2861	14.2845
2.6026	12.1868
3.0032	7.6140
1.0368	9.5346
8.4355	-3.0618
16.6534	13.0282
2.3515	6.9158
14.8880	9.0254
0.1506	1.3578
11.1602	13.4037
4.9637	-0.9557
10.9310	11.7462
7.9951	16.1688
6.1269	-0.6608
2.1504	8.0765
18.0178	15.0971
10.8272	9.9629
7.3231	0.5544
4.1419	10.6673
0.8128	1.0564
3.9216	-0.3405
3.3165	8.2032
1.9311	0.1255
2.9099	10.7979
2.2368	7.4227
1.7958	9.9081
9.6530	16.5317
5.5720	-4.3970
11.9988	15.1565
2.1020	1.2016
5.9927	-2.4268
8.1908	-4.7774
1.3652	0.5425
5.8171	-3.5900
15.9266	12.4553
0.9156	1.0208
2.9014	8.1249
5.4592	-1.3639
6.2683	-3.4613
4.9975	10.2336
14.7501	12.0419
-0.5754	0.2393
4.9362	-1.6253
4.1218	10.0028
4.2197	-3.7558
0.8525	-1.1873
5.9509	-2.0766
8.3287	-1.3268
2.5447	0.2303
4.1772	-2.2229
2.1872	9.2856
2.8552	10.1194
1.3059	8.2139
15.5726	9.6744
4.4755	-2.4387
12.9250	10.5419
9.7654	11.4217
2.1198	5.7955
2.6706	0.8529
2.0816	0.4505
2.2132	7.6405
16.6395	13.3171
4.5055	3.7296
0.3002	0.9282
3.8789	9.3258
-0.2779	0.4731
14.9028	12.1061
-1.5739	-0.3231
6.9860	6.3978
8.1030	-2.4831
12.2564	12.7537
0.6290	0.2577
1.9454	1.0798
1.5122	7.8995
5.8027	-0.9148
5.4276	-0.9136
2.8066	9.2310
14.5232	13.5142
16.6405	11.5444
3.8986	2.0969
2.7973	0.6890
5.9204	-3.5388
11.8852	15.7859
12.2677	17.9617
6.3413	-0.8458
7.5292	7.5393
4.3685	1.4274
2.4856	-2.5570
3.0837	1.4624
9.8492	11.4944
4.2203	-0.6747
5.5241	6.4980
5.1320	-3.4460
2.3936	-1.2540
3.4811	7.7741
13.1108	15.8284
1.8181	2.0377
3.9782	-4.6311
13.2698	11.1575
1.0603	0.5315
3.5675	11.2925
15.8004	18.5067
1.6125	11.7356
3.4762	-2.4295
3.1434	7.3936
1.6241	2.8603
1.9956	0.9648
1.6936	2.5352
13.2104	13.4425
12.2207	16.9527
14.1668	11.1060
10.4288	11.5382
10.7479	12.6142
-0.9483	-0.3153
2.3685	0.2640
0.7838	3.0772
7.3666	-4.2474
13.7972	13.8376
