4.12889	5.94228	0
4.06282	5.45911	0
5.24914	3.59904	0
2.95227	3.47202	0
8.21334	1.60821	0
7.66678	6.65049	0
7.14831	2.75932	0
6.24569	3.30896	0
4.88919	3.18852	0
4.68264	8.08643	0
4.13765	2.05801	0
4.85382	5.26038	0
5.19252	2.41185	0
5.99009	3.53261	0
8.99761	3.18118	0
9.64335	2.08385	0
5.5347	1.21229	0
3.11126	1.64811	0
6.29397	2.85851	0
7.96254	3.96694	0
7.94272	1.47862	0
6.54105	4.0146	0
5.99465	5.39664	0
8.0353	5.89573	0
8.98612	7.15173	0
11.14642	7.51533	0
6.29754	4.72513	0
7.08667	2.89125	0
6.14409	4.52244	0
3.42746	1.73165	0
1.78569	3.93581	0
6.73698	5.17281	0
8.70421	3.61342	0
9.72994	5.81486	0
7.22532	2.13621	0
5.72893	-0.92905	0
3.82628	2.62658	0
5.49469	4.36222	0
0.69765	1.65571	0
7.68135	7.06771	0
10.34894	1.562	0
7.27778	4.74819	0
2.97582	4.78472	0
5.07351	0.84656	0
7.89343	1.17135	0
5.32732	3.63688	0
2.5638	3.37221	0
2.92388	1.78142	0
6.0602	6.78894	0
4.54735	0.65679	0
5.99678	6.25674	0
10.54504	3.02963	0
4.6076	2.14905	0
6.50747	-0.03125	0
7.13683	4.86833	0
9.76767	3.67602	0
4.0394	1.95527	0
4.56847	2.44942	0
3.62016	1.7128	0
3.58664	5.26946	0
5.63263	5.25526	0
5.61263	2.34747	0
4.24978	4.08538	0
6.42541	1.54478	0
5.19726	2.12642	0
6.27641	4.11728	0
7.22528	2.04672	0
2.61503	6.41856	0
8.47	4.6143	0
4.3481	4.22055	0
6.48846	7.11241	0
2.80864	3.6241	0
4.44226	2.95503	0
5.45958	5.77748	0
4.90807	1.28967	0
7.7162	4.87522	0
6.75827	0.65747	0
6.5434	6.23937	0
6.27409	5.56136	0
4.88759	6.69404	0
5.23288	1.71295	0
8.84245	3.15713	0
6.91412	-0.19787	0
7.33032	6.28199	0
5.93706	2.58264	0
